"gene","target.u","comparison.u","target.sum","comparison.sum","log.target.u","log.comparison.u","pval","fc","fc.disp","target.sum.L","target.sum.R","target.sum.per.100k","target.sum.L.per.100k","target.sum.R.per.100k","fc.thresh","pval.thresh","amt.thresh","user.selected","expr.pass"
"Eva1b",0.000322331409235182,8.33905731252121e-06,435,1495,3.49650756146648,0.693147180559945,0,2.80336038090653,16.5,395,476,27.2704191181311,24.7627943716363,29.8407344832883,TRUE,TRUE,TRUE,FALSE,TRUE
"Ehd2",0.000154136574276609,4.74831746689239e-06,267,1017,2.77258872223978,0,1.48219693752374e-323,2.77258872223978,16,235,299,16.7383951828529,14.732295385657,18.7444949800487,TRUE,TRUE,TRUE,FALSE,TRUE
"Kcnmb1",0.000152340996195029,1.04639178106631e-06,277,332,2.77258872223978,0,0,2.77258872223978,16,245,310,17.3653013694766,15.3592015722807,19.4340917853348,TRUE,TRUE,TRUE,FALSE,TRUE
"Rbpms2",0.000145862159847036,2.16982949467563e-06,282,566,2.77258872223978,0,0,2.77258872223978,16,250,315,17.6787544627884,15.6726546655926,19.7475448786466,TRUE,TRUE,TRUE,FALSE,TRUE
"Rcsd1",0.000152336295965583,3.81600564507138e-06,231,601,2.77258872223978,0,1.14470714109699e-312,2.77258872223978,16,202,261,14.4815329110075,12.6635049697988,16.3622514708786,TRUE,TRUE,TRUE,FALSE,TRUE
"Slc16a12",0.000146909097928617,2.2011203423681e-06,190,372,2.77258872223978,0,1.24574039043794e-276,2.77258872223978,16,163,217,11.9112175458504,10.2185708419664,13.6038642497343,TRUE,TRUE,TRUE,FALSE,TRUE
"Arhgdib",0.000304330776086679,9.11529055103719e-06,407,1696,3.43398720448515,0.693147180559945,0,2.7408400239252,15.5,368,447,25.5150817955847,23.0701476677523,28.0227065420795,TRUE,TRUE,TRUE,FALSE,TRUE
"Tns2",0.000302421750471638,1.09596200418803e-05,463,2037,3.43398720448515,0.693147180559945,0,2.7408400239252,15.5,421,506,29.0257564406774,26.3927504568579,31.7214530431594,TRUE,TRUE,TRUE,FALSE,TRUE
"Mrvi1",0.000140135007845762,5.14334591407743e-07,258,130,2.70805020110221,0,0,2.70805020110221,15,227,290,16.1741796148915,14.2307704363581,18.1802794120874,TRUE,TRUE,TRUE,FALSE,TRUE
"Tgfb3",0.000136206565468451,4.18358109249764e-06,314,1261,2.70805020110221,0,0,2.70805020110221,15,280,349,19.6848542599843,17.5533732254637,21.8790259131672,TRUE,TRUE,TRUE,FALSE,TRUE
"Zic4",0.000144625410101976,2.67573934184995e-06,215,472,2.70805020110221,0,3.53459356257113e-304,2.70805020110221,15,187,244,13.4784830124096,11.7231456898632,15.2965109536183,TRUE,TRUE,TRUE,FALSE,TRUE
"Inpp4b",0.00028414514820905,8.23157801965373e-06,440,2288,3.36729582998647,0.693147180559945,0,2.67414864942653,14.5,399,482,27.5838722114429,25.0135568462857,30.2168781952625,TRUE,TRUE,TRUE,FALSE,TRUE
"Nid1",0.000280253823613767,5.62152995246476e-06,381,901,3.36729582998647,0.693147180559945,0,2.67414864942653,14.5,343,420,23.8851257103631,21.502882201193,26.3300598381955,TRUE,TRUE,TRUE,FALSE,TRUE
"Tgfb1i1",0.000281541837539834,5.46101827626901e-06,491,1339,3.36729582998647,0.693147180559945,0,2.67414864942653,14.5,448,535,30.7810937632238,28.0853971607419,33.5394809843681,TRUE,TRUE,TRUE,FALSE,TRUE
"Anxa1",0.00012548635806246,3.1113391896675e-06,214,853,2.63905732961526,0,5.04881113395656e-256,2.63905732961526,14,186,243,13.4157923937472,11.6604550712009,15.233820334956,TRUE,TRUE,TRUE,FALSE,TRUE
"C1qtnf7",0.000128670941089866,9.36012146125533e-07,217,222,2.63905732961526,0,0,2.63905732961526,14,189,246,13.6038642497343,11.848526927188,15.4218921909431,TRUE,TRUE,TRUE,FALSE,TRUE
"Hey2",0.000127441251555131,4.69155219423252e-06,201,1142,2.63905732961526,0,2.43271216072057e-213,2.63905732961526,14,174,229,12.6008143511364,10.9081676472524,14.3561516736828,TRUE,TRUE,TRUE,FALSE,TRUE
"Tbx3os1",0.000125807953811345,5.05185274080295e-07,177,114,2.63905732961526,0,5.08307582148266e-318,2.63905732961526,14,151,204,11.0962395032395,9.46628341801791,12.7888862071235,TRUE,TRUE,TRUE,FALSE,TRUE
"Foxc1",0.000256476531268324,1.21124958942986e-05,402,2103,3.29583686600433,0.693147180559945,0,2.60268968544438,13.5,363,442,25.2016287022728,22.7566945744404,27.7092534487677,TRUE,TRUE,TRUE,FALSE,TRUE
"C1s1",0.000120893060382409,3.15965704193393e-07,203,108,2.56494935746154,0,0,2.56494935746154,13,176,231,12.7261955884612,11.0335488845772,14.4815329110075,TRUE,TRUE,TRUE,FALSE,TRUE
"Hrc",0.000116305795455704,2.50753167798245e-07,207,74,2.56494935746154,0,0,2.56494935746154,13,179,236,12.9769580631106,11.2216207405643,14.7949860043194,TRUE,TRUE,TRUE,FALSE,TRUE
"Mir143hg",0.000117820473607393,2.89370791438117e-07,217,67,2.56494935746154,0,0,2.56494935746154,13,189,246,13.6038642497343,11.848526927188,15.4218921909431,TRUE,TRUE,TRUE,FALSE,TRUE
"Serping1",0.000248181493040153,6.48273877324947e-06,434,1342,3.25809653802148,0.693147180559945,0,2.56494935746154,13,394,475,27.2077284994687,24.7001037529739,29.7780438646259,TRUE,TRUE,TRUE,FALSE,TRUE
"Tbx2",0.000120255785385596,3.49777686174489e-07,183,78,2.56494935746154,0,0,2.56494935746154,13,157,210,11.4723832152138,9.84242712999213,13.1650299190978,TRUE,TRUE,TRUE,FALSE,TRUE
"Tfpi",0.000117093213505417,3.88084721771874e-06,164,736,2.56494935746154,0,2.74638703567264e-189,2.56494935746154,13,139,190,10.2812614606287,8.71399599406947,11.9112175458504,TRUE,TRUE,TRUE,FALSE,TRUE
"Ackr3",0.000243596283390695,1.32508539642927e-05,387,3663,3.2188758248682,0.693147180559945,0,2.52572864430826,12.5,349,426,24.2612694223373,21.8790259131672,26.7062035501697,TRUE,TRUE,TRUE,FALSE,TRUE
"Nrip2",0.000238017937680051,1.32698925822866e-05,480,4032,3.2188758248682,0.693147180559945,0,2.52572864430826,12.5,438,523,30.0914969579377,27.4584909741182,32.7871935604197,TRUE,TRUE,TRUE,FALSE,TRUE
"Pdlim1",0.000235204539037603,6.60411492642355e-06,442,2160,3.2188758248682,0.693147180559945,0,2.52572864430826,12.5,401,484,27.7092534487677,25.1389380836105,30.3422594325872,TRUE,TRUE,TRUE,FALSE,TRUE
"Pcolce",0.000225410740242193,7.36835356678697e-06,353,1235,3.17805383034795,0.693147180559945,0,2.484906649788,12,317,390,22.1297883878167,19.8729261159714,24.4493412783244,TRUE,TRUE,TRUE,FALSE,TRUE
