"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Osbp2",0,0.67343186713865,0.515,0.08,0,"Excitatory Neurons","Osbp2"
"Cdh11",0,0.672973551275862,0.57,0.146,0,"Excitatory Neurons","Cdh11"
"Gm41609",0,0.669895316632032,0.433,0.071,0,"Excitatory Neurons","Gm41609"
"Bsn",0,0.667907443667777,0.477,0.078,0,"Excitatory Neurons","Bsn"
"Nrxn3",0,0.666919007144299,0.903,0.301,0,"Excitatory Neurons","Nrxn3"
"Tenm1",0,0.665268661085875,0.611,0.167,0,"Excitatory Neurons","Tenm1"
"Rian",0,0.663522963727245,0.664,0.185,0,"Excitatory Neurons","Rian"
"Susd4",0,0.662482158626835,0.48,0.084,0,"Excitatory Neurons","Susd4"
"Camkv",0,0.660285992621085,0.504,0.073,0,"Excitatory Neurons","Camkv"
"Lmo3",0,0.654012270155324,0.397,0.053,0,"Excitatory Neurons","Lmo3"
"Pitpnm2",0,0.652860274031521,0.418,0.081,0,"Excitatory Neurons","Pitpnm2"
"Nos1ap",0,0.652356580169308,0.648,0.178,0,"Excitatory Neurons","Nos1ap"
"Scn2a",0,0.652218774704372,0.68,0.177,0,"Excitatory Neurons","Scn2a"
"Ttll11",0,0.65183007958329,0.495,0.097,0,"Excitatory Neurons","Ttll11"
"Rapgef2",0,0.65026386458163,0.74,0.236,0,"Excitatory Neurons","Rapgef2"
"Epha3",0,0.649910583334521,0.416,0.087,0,"Excitatory Neurons","Epha3"
"Plcb1",0,0.649875114219186,0.918,0.317,0,"Excitatory Neurons","Plcb1"
"Gm12394",0,0.646440351212717,0.424,0.079,0,"Excitatory Neurons","Gm12394"
"Dscam",0,0.645575425141106,0.816,0.181,0,"Excitatory Neurons","Dscam"
"Fndc9",0,0.643055522876984,0.439,0.075,0,"Excitatory Neurons","Fndc9"
"9330162G02Rik",0,0.641512729745054,0.806,0.271,0,"Excitatory Neurons","9330162G02Rik"
"Nrg2",0,0.640848693624097,0.442,0.112,0,"Excitatory Neurons","Nrg2"
"Klhl3",0,0.640684135667736,0.436,0.055,0,"Excitatory Neurons","Klhl3"
"Tenm3",0,0.638804866886651,0.458,0.199,0,"Excitatory Neurons","Tenm3"
"Dclk1",0,0.637552541187361,0.861,0.3,0,"Excitatory Neurons","Dclk1"
"Atxn1",0,0.636588143232508,0.85,0.305,0,"Excitatory Neurons","Atxn1"
"Slc44a5",0,0.636499319648446,0.525,0.115,0,"Excitatory Neurons","Slc44a5"
"Cacna1a",0,0.635078513915032,0.834,0.28,0,"Excitatory Neurons","Cacna1a"
"Celf3",0,0.634412001114476,0.401,0.053,0,"Excitatory Neurons","Celf3"
"Gm30382",0,0.633264824859342,0.215,0.03,0,"Excitatory Neurons","Gm30382"
"Phf24",0,0.632783132576276,0.421,0.054,0,"Excitatory Neurons","Phf24"
"Vwc2l",0,0.631853442917497,0.127,0.02,0,"Excitatory Neurons","Vwc2l"
"Mtus2",0,0.630959484937886,0.502,0.106,0,"Excitatory Neurons","Mtus2"
"Gabra4",0,0.63083538847597,0.411,0.066,0,"Excitatory Neurons","Gabra4"
"Pak3",0,0.63053393855614,0.655,0.18,0,"Excitatory Neurons","Pak3"
"Srrm3",0,0.630414477290196,0.49,0.1,0,"Excitatory Neurons","Srrm3"
"Cadps",0,0.628301803907962,0.852,0.3,0,"Excitatory Neurons","Cadps"
"Cacng8",0,0.627524158738245,0.445,0.076,0,"Excitatory Neurons","Cacng8"
"Ndst3",0,0.626462034736185,0.309,0.064,0,"Excitatory Neurons","Ndst3"
"Gm10754",0,0.625590084179404,0.238,0.015,0,"Excitatory Neurons","Gm10754"
"Cntnap2",0,0.623702973329244,0.762,0.232,0,"Excitatory Neurons","Cntnap2"
"Sybu",0,0.622500493736877,0.717,0.221,0,"Excitatory Neurons","Sybu"
"Snph",0,0.621892298673823,0.512,0.107,0,"Excitatory Neurons","Snph"
"Cntn4",0,0.621891692558368,0.434,0.164,0,"Excitatory Neurons","Cntn4"
"Cpne6",0,0.621592378684207,0.39,0.04,0,"Excitatory Neurons","Cpne6"
"Large1",0,0.619247701313586,0.878,0.364,0,"Excitatory Neurons","Large1"
"Ptchd4",0,0.619241351733672,0.41,0.134,0,"Excitatory Neurons","Ptchd4"
"Pdzd4",0,0.617190829646123,0.501,0.103,0,"Excitatory Neurons","Pdzd4"
"4430402I18Rik",0,0.61441196041219,0.502,0.109,0,"Excitatory Neurons","4430402I18Rik"
"Dnah9",0,0.614310488609007,0.32,0.03,0,"Excitatory Neurons","Dnah9"
"Celf5",0,0.612944650889402,0.439,0.062,0,"Excitatory Neurons","Celf5"
"Srrm4",0,0.611579304414726,0.499,0.109,0,"Excitatory Neurons","Srrm4"
"Cadps2",0,0.609398868349908,0.409,0.083,0,"Excitatory Neurons","Cadps2"
"Scn3b",0,0.609093393262723,0.391,0.052,0,"Excitatory Neurons","Scn3b"
"Map2",0,0.609034423175574,0.839,0.309,0,"Excitatory Neurons","Map2"
"Itpr1",0,0.605869433711163,0.588,0.139,0,"Excitatory Neurons","Itpr1"
"Sipa1l3",0,0.605575364585607,0.543,0.128,0,"Excitatory Neurons","Sipa1l3"
"Kcnh1",0,0.603240695073106,0.396,0.067,0,"Excitatory Neurons","Kcnh1"
"Ptpn3",0,0.601674142127991,0.335,0.027,0,"Excitatory Neurons","Ptpn3"
"Ptprg",0,0.596683502987529,0.635,0.22,0,"Excitatory Neurons","Ptprg"
"Slc4a10",0,0.594080805653918,0.688,0.18,0,"Excitatory Neurons","Slc4a10"
"Synpr",0,0.593490213700748,0.457,0.147,0,"Excitatory Neurons","Synpr"
"Rnf165",0,0.593419259106501,0.425,0.062,0,"Excitatory Neurons","Rnf165"
"Kcnq2",0,0.592827831516693,0.44,0.071,0,"Excitatory Neurons","Kcnq2"
"Lsamp",0,0.592110355159359,0.989,0.526,0,"Excitatory Neurons","Lsamp"
"Gabrg2",0,0.591092023558908,0.468,0.095,0,"Excitatory Neurons","Gabrg2"
"Syn3",0,0.589642422633108,0.443,0.111,0,"Excitatory Neurons","Syn3"
"Pdzd2",0,0.588605421745572,0.414,0.092,0,"Excitatory Neurons","Pdzd2"
"Iqsec2",0,0.588365694734315,0.526,0.105,0,"Excitatory Neurons","Iqsec2"
"Gm2164",0,0.58778928508409,0.273,0.058,0,"Excitatory Neurons","Gm2164"
"Nin",0,0.587627659456226,0.445,0.082,0,"Excitatory Neurons","Nin"
"A230103L15Rik",0,0.587197656657621,0.418,0.078,0,"Excitatory Neurons","A230103L15Rik"
"Tanc1",0,0.586542612652851,0.577,0.144,0,"Excitatory Neurons","Tanc1"
"Gm28905",0,0.585692287338422,0.186,0.017,0,"Excitatory Neurons","Gm28905"
"Wscd2",0,0.584913470705556,0.363,0.043,0,"Excitatory Neurons","Wscd2"
"Arhgap20",0,0.58433597644699,0.376,0.066,0,"Excitatory Neurons","Arhgap20"
"Gfod1",0,0.584283939262787,0.496,0.098,0,"Excitatory Neurons","Gfod1"
"Cyp7b1",0,0.583962497075168,0.401,0.076,0,"Excitatory Neurons","Cyp7b1"
"Pacsin1",0,0.582477693091117,0.642,0.17,0,"Excitatory Neurons","Pacsin1"
"Astn1",0,0.580867174592615,0.634,0.181,0,"Excitatory Neurons","Astn1"
"Tmem191c",0,0.580849065057727,0.54,0.127,0,"Excitatory Neurons","Tmem191c"
"Prmt8",0,0.580788515437703,0.326,0.032,0,"Excitatory Neurons","Prmt8"
"Faah",0,0.580342023826659,0.395,0.049,0,"Excitatory Neurons","Faah"
"Plekha5",0,0.580226172634842,0.748,0.244,0,"Excitatory Neurons","Plekha5"
"Raver2",0,0.579822519767236,0.326,0.035,0,"Excitatory Neurons","Raver2"
"Gm48091",0,0.574537453498948,0.544,0.139,0,"Excitatory Neurons","Gm48091"
"Adcy9",0,0.574494185769072,0.636,0.167,0,"Excitatory Neurons","Adcy9"
"Ccbe1",0,0.573787851469753,0.256,0.034,0,"Excitatory Neurons","Ccbe1"
"Btbd9",0,0.573334178519546,0.62,0.174,0,"Excitatory Neurons","Btbd9"
"Rbfox2",0,0.572996965855083,0.702,0.215,0,"Excitatory Neurons","Rbfox2"
"Cdh18",0,0.57259322336032,0.378,0.115,0,"Excitatory Neurons","Cdh18"
"D130043K22Rik",0,0.57236031630255,0.331,0.038,0,"Excitatory Neurons","D130043K22Rik"
"Rasgef1b",0,0.570822333803145,0.306,0.044,0,"Excitatory Neurons","Rasgef1b"
"Arhgef25",0,0.569529520149962,0.396,0.054,0,"Excitatory Neurons","Arhgef25"
"Dip2c",0,0.568734805082654,0.838,0.331,0,"Excitatory Neurons","Dip2c"
"Sgcz",0,0.568610606437766,0.392,0.18,0,"Excitatory Neurons","Sgcz"
"Rnf150",0,0.567736349172928,0.545,0.121,0,"Excitatory Neurons","Rnf150"
"Csrnp3",0,0.565765830311174,0.618,0.175,0,"Excitatory Neurons","Csrnp3"
"Gm44560",0,0.565236416309392,0.447,0.096,0,"Excitatory Neurons","Gm44560"
"Nexmif",0,0.564555075599758,0.439,0.092,0,"Excitatory Neurons","Nexmif"
"Htr1f",0,0.564261815461243,0.267,0.05,0,"Excitatory Neurons","Htr1f"
"Arl15",0,0.562534690965154,0.702,0.257,0,"Excitatory Neurons","Arl15"
"Runx1t1",0,0.562255157440365,0.44,0.118,0,"Excitatory Neurons","Runx1t1"
"9630028H03Rik",0,0.561645633955845,0.526,0.128,0,"Excitatory Neurons","9630028H03Rik"
"Zfp385b",0,0.561382004759732,0.506,0.137,0,"Excitatory Neurons","Zfp385b"
"Cacng3",0,0.56060220466336,0.345,0.054,0,"Excitatory Neurons","Cacng3"
"Bicdl1",0,0.560599077369694,0.397,0.072,0,"Excitatory Neurons","Bicdl1"
"Il1rapl1",0,0.559993178570233,0.932,0.478,0,"Excitatory Neurons","Il1rapl1"
"Srgap3",0,0.555998086455877,0.751,0.263,0,"Excitatory Neurons","Srgap3"
"Nbea",0,0.554802551361702,0.94,0.494,0,"Excitatory Neurons","Nbea"
"Ptprd",0,0.554289182729871,0.969,0.668,0,"Excitatory Neurons","Ptprd"
"Adamts17",0,0.552658043798964,0.342,0.077,0,"Excitatory Neurons","Adamts17"
"Adcy1",0,0.55263043317528,0.414,0.081,0,"Excitatory Neurons","Adcy1"
"Syt14",0,0.552259550885734,0.395,0.071,0,"Excitatory Neurons","Syt14"
"Pde4dip",0,0.551624857766568,0.749,0.253,0,"Excitatory Neurons","Pde4dip"
"Gm10649",0,0.550185255648421,0.303,0.03,0,"Excitatory Neurons","Gm10649"
"Arfgef3",0,0.550184659263141,0.464,0.102,0,"Excitatory Neurons","Arfgef3"
"Slc2a13",0,0.549611876238148,0.572,0.157,0,"Excitatory Neurons","Slc2a13"
"Cntn1",0,0.549459263678521,0.78,0.259,0,"Excitatory Neurons","Cntn1"
"B230209E15Rik",0,0.54921343734956,0.392,0.067,0,"Excitatory Neurons","B230209E15Rik"
"Rap1gap2",0,0.548479359347346,0.372,0.053,0,"Excitatory Neurons","Rap1gap2"
"Rras2",0,0.547925223316286,0.331,0.034,0,"Excitatory Neurons","Rras2"
"Gm32509",0,0.547379804898532,0.495,0.102,0,"Excitatory Neurons","Gm32509"
"Gabra5",0,0.547046667089261,0.377,0.051,0,"Excitatory Neurons","Gabra5"
"St7",0,0.545710047295354,0.524,0.123,0,"Excitatory Neurons","St7"
"Rasgrp1",0,0.544287155117239,0.365,0.045,0,"Excitatory Neurons","Rasgrp1"
"Shank1",0,0.541528395572414,0.438,0.095,0,"Excitatory Neurons","Shank1"
"Tub",0,0.541266841048907,0.351,0.041,0,"Excitatory Neurons","Tub"
"Trhde",0,0.540622727165987,0.333,0.075,0,"Excitatory Neurons","Trhde"
"4930567K20Rik",0,0.540242304701855,0.247,0.027,0,"Excitatory Neurons","4930567K20Rik"
"Cacna1b",0,0.539488982104097,0.479,0.112,0,"Excitatory Neurons","Cacna1b"
"Tnik",0,0.538012855802641,0.846,0.303,0,"Excitatory Neurons","Tnik"
"Ripor2",0,0.537901039085954,0.463,0.115,0,"Excitatory Neurons","Ripor2"
"Gm36975",0,0.536860933567043,0.647,0.196,0,"Excitatory Neurons","Gm36975"
"Syt17",0,0.534970062945948,0.295,0.034,0,"Excitatory Neurons","Syt17"
"Atp2b2",0,0.534555127497515,0.654,0.204,0,"Excitatory Neurons","Atp2b2"
"Ror1",0,0.534374113955847,0.312,0.043,0,"Excitatory Neurons","Ror1"
"5330417C22Rik",0,0.534086118568468,0.359,0.061,0,"Excitatory Neurons","5330417C22Rik"
"Sh3rf3",0,0.534082891463059,0.506,0.12,0,"Excitatory Neurons","Sh3rf3"
"Mir124a-1hg",0,0.533998409282267,0.503,0.121,0,"Excitatory Neurons","Mir124a-1hg"
"Rims2",0,0.530530353381248,0.728,0.241,0,"Excitatory Neurons","Rims2"
"Mpped2",0,0.53034226615568,0.512,0.124,0,"Excitatory Neurons","Mpped2"
"Rgl1",0,0.529282923551383,0.475,0.088,0,"Excitatory Neurons","Rgl1"
"Unc13a",0,0.525330687384533,0.389,0.074,0,"Excitatory Neurons","Unc13a"
"Cep112",0,0.524839933025606,0.393,0.085,0,"Excitatory Neurons","Cep112"
"Smoc2",0,0.5244915082126,0.215,0.011,0,"Excitatory Neurons","Smoc2"
"Nmnat2",0,0.524458292119384,0.518,0.139,0,"Excitatory Neurons","Nmnat2"
"Gm32250",0,0.524102428072605,0.546,0.139,0,"Excitatory Neurons","Gm32250"
"Arhgap44",0,0.523999298945746,0.4,0.076,0,"Excitatory Neurons","Arhgap44"
"Arhgef9",0,0.523429884736824,0.527,0.135,0,"Excitatory Neurons","Arhgef9"
"Thsd7b",0,0.522654250236087,0.382,0.086,0,"Excitatory Neurons","Thsd7b"
"Samd5",0,0.522087888616552,0.276,0.05,0,"Excitatory Neurons","Samd5"
"Lgi1",0,0.521772686513723,0.482,0.114,0,"Excitatory Neurons","Lgi1"
"Slc24a4",0,0.519903504297845,0.279,0.02,0,"Excitatory Neurons","Slc24a4"
"Fry",0,0.519521738445208,0.804,0.276,0,"Excitatory Neurons","Fry"
"Atp2b3",0,0.51728147601273,0.427,0.08,0,"Excitatory Neurons","Atp2b3"
"Gda",0,0.516843894578156,0.339,0.044,0,"Excitatory Neurons","Gda"
"Galnt9",0,0.514972478533581,0.32,0.044,0,"Excitatory Neurons","Galnt9"
"Jakmip2",0,0.514876404319787,0.582,0.164,0,"Excitatory Neurons","Jakmip2"
"Lyst",0,0.51464511758693,0.536,0.147,0,"Excitatory Neurons","Lyst"
"A230004M16Rik",0,0.514510145481571,0.312,0.052,0,"Excitatory Neurons","A230004M16Rik"
"Lrrn2",0,0.51410113194197,0.428,0.081,0,"Excitatory Neurons","Lrrn2"
"Tmem178",0,0.513942295699909,0.387,0.083,0,"Excitatory Neurons","Tmem178"
"Gm43485",0,0.513213309586378,0.283,0.03,0,"Excitatory Neurons","Gm43485"
"Spon1",0,0.508651049012168,0.389,0.071,0,"Excitatory Neurons","Spon1"
"Nav3",0,0.508536000768435,0.95,0.45,0,"Excitatory Neurons","Nav3"
"Ccdc30",0,0.508330637751586,0.38,0.069,0,"Excitatory Neurons","Ccdc30"
"Upp2",0,0.507285412899905,0.649,0.208,0,"Excitatory Neurons","Upp2"
"Gm43376",0,0.506657990886154,0.489,0.113,0,"Excitatory Neurons","Gm43376"
"Synpo",0,0.505714922331397,0.33,0.031,0,"Excitatory Neurons","Synpo"
"Eml5",0,0.505648009394537,0.642,0.192,0,"Excitatory Neurons","Eml5"
"Gls",0,0.504978298742932,0.716,0.236,0,"Excitatory Neurons","Gls"
"Gpr45",0,0.503465862800873,0.362,0.064,0,"Excitatory Neurons","Gpr45"
"Eml6",0,0.503312620754191,0.767,0.308,0,"Excitatory Neurons","Eml6"
"Kcnip2",0,0.502338574858515,0.31,0.035,0,"Excitatory Neurons","Kcnip2"
"Syndig1",0,0.501376634147963,0.287,0.042,0,"Excitatory Neurons","Syndig1"
"Neto1",0,0.500155742862767,0.475,0.136,0,"Excitatory Neurons","Neto1"
"Pclo",0,0.49873369560233,0.735,0.244,0,"Excitatory Neurons","Pclo"
"Focad",0,0.497287408417363,0.509,0.137,0,"Excitatory Neurons","Focad"
"Ttc3",0,0.496463879506023,0.877,0.375,0,"Excitatory Neurons","Ttc3"
"Nptn",0,0.492292075192801,0.807,0.308,0,"Excitatory Neurons","Nptn"
"Chrna7",0,0.491871033204387,0.309,0.051,0,"Excitatory Neurons","Chrna7"
"Satb2",0,0.491407315261441,0.214,0.017,0,"Excitatory Neurons","Satb2"
"Ftx",0,0.490682192293316,0.589,0.169,0,"Excitatory Neurons","Ftx"
"Syn1",0,0.489861450072239,0.44,0.1,0,"Excitatory Neurons","Syn1"
"Fat3",0,0.489698153965903,0.63,0.187,0,"Excitatory Neurons","Fat3"
"Banf2",0,0.489481555668638,0.306,0.047,0,"Excitatory Neurons","Banf2"
"Etl4",0,0.488876226789474,0.499,0.193,0,"Excitatory Neurons","Etl4"
"Ank3",0,0.488606047298279,0.976,0.575,0,"Excitatory Neurons","Ank3"
"Sptb",0,0.487992471663795,0.314,0.05,0,"Excitatory Neurons","Sptb"
"Chl1",0,0.485941713605244,0.515,0.144,0,"Excitatory Neurons","Chl1"
"Kcnb1",0,0.485657168614866,0.379,0.063,0,"Excitatory Neurons","Kcnb1"
"Tmem150c",0,0.485606746785308,0.31,0.03,0,"Excitatory Neurons","Tmem150c"
"4921539H07Rik",0,0.485251933651391,0.138,0.009,0,"Excitatory Neurons","4921539H07Rik"
"B230334C09Rik",0,0.484166678619797,0.35,0.055,0,"Excitatory Neurons","B230334C09Rik"
"Hectd2",0,0.483985789816173,0.319,0.057,0,"Excitatory Neurons","Hectd2"
"Gpc4",0,0.483804400916834,0.212,0.022,0,"Excitatory Neurons","Gpc4"
"Tmem132b",0,0.481825939663874,0.677,0.209,0,"Excitatory Neurons","Tmem132b"
"Ulk4",0,0.479491019824709,0.36,0.059,0,"Excitatory Neurons","Ulk4"
"Homer1",0,0.478649889621606,0.406,0.099,0,"Excitatory Neurons","Homer1"
"Pde4a",0,0.477976013962996,0.386,0.072,0,"Excitatory Neurons","Pde4a"
"Rab40b",0,0.477533939408832,0.344,0.05,0,"Excitatory Neurons","Rab40b"
"D630045J12Rik",0,0.477109654295852,0.375,0.073,0,"Excitatory Neurons","D630045J12Rik"
"Crtac1",0,0.475118688676229,0.395,0.082,0,"Excitatory Neurons","Crtac1"
"Ksr1",0,0.475050094780811,0.466,0.108,0,"Excitatory Neurons","Ksr1"
"Reep1",0,0.474481471466573,0.421,0.102,0,"Excitatory Neurons","Reep1"
"Gm16351",0,0.474374339857549,0.23,0.036,0,"Excitatory Neurons","Gm16351"
"Zfp831",0,0.472943159451915,0.248,0.01,0,"Excitatory Neurons","Zfp831"
"Ccdc148",0,0.472661017099719,0.376,0.079,0,"Excitatory Neurons","Ccdc148"
"Kcnn2",0,0.472455111403966,0.541,0.172,0,"Excitatory Neurons","Kcnn2"
"F730043M19Rik",0,0.472364349706064,0.272,0.042,0,"Excitatory Neurons","F730043M19Rik"
"Sgip1",0,0.472070043022145,0.781,0.286,0,"Excitatory Neurons","Sgip1"
"Scn3a",0,0.471931192055976,0.342,0.064,0,"Excitatory Neurons","Scn3a"
"Doc2b",0,0.471399390222171,0.214,0.012,0,"Excitatory Neurons","Doc2b"
"Gm12064",0,0.471300081903897,0.264,0.023,0,"Excitatory Neurons","Gm12064"
"Epha10",0,0.471061286366208,0.273,0.056,0,"Excitatory Neurons","Epha10"
"Kif26b",0,0.468981439461388,0.25,0.047,0,"Excitatory Neurons","Kif26b"
"Pcnx2",0,0.468587525580779,0.354,0.074,0,"Excitatory Neurons","Pcnx2"
"Ptprr",0,0.468000276073996,0.358,0.078,0,"Excitatory Neurons","Ptprr"
"Gm15680",0,0.467781565669692,0.262,0.042,0,"Excitatory Neurons","Gm15680"
"Rnf182",0,0.467160641282511,0.307,0.045,0,"Excitatory Neurons","Rnf182"
"4921511C10Rik",0,0.466795926526263,0.33,0.057,0,"Excitatory Neurons","4921511C10Rik"
"Plxna4os3",0,0.4657624434681,0.252,0.031,0,"Excitatory Neurons","Plxna4os3"
"Lingo1",0,0.465468186310164,0.386,0.057,0,"Excitatory Neurons","Lingo1"
"Rapgefl1",0,0.464751369876515,0.292,0.035,0,"Excitatory Neurons","Rapgefl1"
"Tmtc1",0,0.464003878949899,0.352,0.063,0,"Excitatory Neurons","Tmtc1"
"Cnih3",0,0.463996256786094,0.25,0.026,0,"Excitatory Neurons","Cnih3"
"Sptan1",0,0.463384436657397,0.605,0.183,0,"Excitatory Neurons","Sptan1"
"C78859",0,0.459844882467279,0.305,0.047,0,"Excitatory Neurons","C78859"
"Sorbs1",0,0.458947199701453,0.717,0.25,0,"Excitatory Neurons","Sorbs1"
"Xkr4",0,0.457234947766212,0.865,0.328,0,"Excitatory Neurons","Xkr4"
"Zfyve28",0,0.456722018949996,0.324,0.052,0,"Excitatory Neurons","Zfyve28"
"Nhsl2",0,0.455543447907779,0.378,0.065,0,"Excitatory Neurons","Nhsl2"
"Dagla",0,0.454746752797229,0.338,0.055,0,"Excitatory Neurons","Dagla"
"Tead1",0,0.45340446208988,0.392,0.096,0,"Excitatory Neurons","Tead1"
"Smpd3",0,0.452913219027694,0.346,0.056,0,"Excitatory Neurons","Smpd3"
"Adamts3",0,0.452766592313126,0.237,0.021,0,"Excitatory Neurons","Adamts3"
"Snap91",0,0.452277301355144,0.557,0.165,0,"Excitatory Neurons","Snap91"
"Fgf12",0,0.450986653629613,0.833,0.274,0,"Excitatory Neurons","Fgf12"
"1700024B18Rik",0,0.450954565230017,0.284,0.053,0,"Excitatory Neurons","1700024B18Rik"
"Tbc1d1",0,0.4509507212766,0.331,0.058,0,"Excitatory Neurons","Tbc1d1"
"Lrtm1",0,0.449503242072578,0.273,0.045,0,"Excitatory Neurons","Lrtm1"
"Sh3bp5",0,0.448589894549671,0.434,0.089,0,"Excitatory Neurons","Sh3bp5"
"Dlgap3",0,0.446997087403334,0.311,0.052,0,"Excitatory Neurons","Dlgap3"
"Sptbn2",0,0.446204966893064,0.334,0.053,0,"Excitatory Neurons","Sptbn2"
"Fut9",0,0.445531843324999,0.512,0.168,0,"Excitatory Neurons","Fut9"
"5031415H12Rik",0,0.444437792538027,0.255,0.035,0,"Excitatory Neurons","5031415H12Rik"
"Ntng2",0,0.444435910586063,0.254,0.024,0,"Excitatory Neurons","Ntng2"
"Mllt3",0,0.444098999338028,0.653,0.227,0,"Excitatory Neurons","Mllt3"
"Ppp1r13b",0,0.443190567030388,0.555,0.156,0,"Excitatory Neurons","Ppp1r13b"
"Gnal",0,0.442316396830592,0.303,0.088,0,"Excitatory Neurons","Gnal"
"Pgbd5",0,0.441951093155257,0.419,0.095,0,"Excitatory Neurons","Pgbd5"
"Apobec4",0,0.441697835552603,0.229,0.017,0,"Excitatory Neurons","Apobec4"
"Ppp4r4",0,0.441141130136584,0.316,0.055,0,"Excitatory Neurons","Ppp4r4"
"4930587E11Rik",0,0.440254396697998,0.269,0.047,0,"Excitatory Neurons","4930587E11Rik"
"Pdlim7",0,0.438838416637471,0.326,0.056,0,"Excitatory Neurons","Pdlim7"
"Spred2",0,0.438286217581633,0.528,0.156,0,"Excitatory Neurons","Spred2"
"Sema3e",0,0.436967362238318,0.275,0.054,0,"Excitatory Neurons","Sema3e"
"Gm14330",0,0.436862773829439,0.244,0.029,0,"Excitatory Neurons","Gm14330"
"Gm1043",0,0.435315228699402,0.277,0.045,0,"Excitatory Neurons","Gm1043"
"Unc13b",0,0.43498251969218,0.358,0.071,0,"Excitatory Neurons","Unc13b"
"Gm42477",0,0.43338792961881,0.302,0.049,0,"Excitatory Neurons","Gm42477"
"Hook1",0,0.433367151927217,0.318,0.055,0,"Excitatory Neurons","Hook1"
"Plppr4",0,0.432768432499388,0.495,0.126,0,"Excitatory Neurons","Plppr4"
"Plppr2",0,0.432598716177075,0.332,0.054,0,"Excitatory Neurons","Plppr2"
"Mtmr12",0,0.432520752961752,0.367,0.065,0,"Excitatory Neurons","Mtmr12"
"Slc8a2",0,0.431203521480435,0.288,0.035,0,"Excitatory Neurons","Slc8a2"
"Gm27032",0,0.431138879580501,0.317,0.058,0,"Excitatory Neurons","Gm27032"
"Ptprn",0,0.430905820827392,0.489,0.14,0,"Excitatory Neurons","Ptprn"
"Kcnc3",0,0.42921928801726,0.334,0.07,0,"Excitatory Neurons","Kcnc3"
"Gm41505",0,0.429139838978055,0.252,0.03,0,"Excitatory Neurons","Gm41505"
"Mrtfa",0,0.42860219945691,0.553,0.152,0,"Excitatory Neurons","Mrtfa"
"Lzts1",0,0.428179226702547,0.228,0.014,0,"Excitatory Neurons","Lzts1"
"Jph1",0,0.428176857499799,0.536,0.149,0,"Excitatory Neurons","Jph1"
"Nup93",0,0.426959353847342,0.348,0.07,0,"Excitatory Neurons","Nup93"
"Cyfip2",0,0.426877277860044,0.479,0.122,0,"Excitatory Neurons","Cyfip2"
"Zfp804b",0,0.426536189320373,0.324,0.085,0,"Excitatory Neurons","Zfp804b"
"Flrt3",0,0.424834710932571,0.364,0.078,0,"Excitatory Neurons","Flrt3"
"1500035N22Rik",0,0.424643218700217,0.222,0.016,0,"Excitatory Neurons","1500035N22Rik"
"Ppp1r1a",0,0.423130011751124,0.309,0.057,0,"Excitatory Neurons","Ppp1r1a"
"Nol4",0,0.423039986308529,0.582,0.193,0,"Excitatory Neurons","Nol4"
"Slc1a1",0,0.422757127521034,0.395,0.09,0,"Excitatory Neurons","Slc1a1"
"Abi2",0,0.420542902123422,0.561,0.164,0,"Excitatory Neurons","Abi2"
"Gm44257",0,0.418805272798807,0.285,0.047,0,"Excitatory Neurons","Gm44257"
"Armc9",0,0.417924644788365,0.445,0.114,0,"Excitatory Neurons","Armc9"
"Bmerb1",0,0.417811410152106,0.425,0.108,0,"Excitatory Neurons","Bmerb1"
"Glp2r",0,0.417782943059812,0.545,0.147,0,"Excitatory Neurons","Glp2r"
"Dmtn",0,0.41733797553207,0.312,0.054,0,"Excitatory Neurons","Dmtn"
"Sorcs2",0,0.416278619002572,0.301,0.064,0,"Excitatory Neurons","Sorcs2"
"Nfib",0,0.416126955133801,0.765,0.311,0,"Excitatory Neurons","Nfib"
"Trim46",0,0.415756807352668,0.297,0.049,0,"Excitatory Neurons","Trim46"
"Kcnq1",0,0.415523500280287,0.646,0.217,0,"Excitatory Neurons","Kcnq1"
"1700109K24Rik",0,0.415428923565642,0.282,0.05,0,"Excitatory Neurons","1700109K24Rik"
"Cacnb4",0,0.413019759377221,0.663,0.251,0,"Excitatory Neurons","Cacnb4"
"A330008L17Rik",0,0.412843762055462,0.269,0.047,0,"Excitatory Neurons","A330008L17Rik"
"Slit2",0,0.412778174520724,0.258,0.061,0,"Excitatory Neurons","Slit2"
"Trio",0,0.412689858175182,0.652,0.219,0,"Excitatory Neurons","Trio"
"Rapgef4os1",0,0.412131136637277,0.319,0.082,0,"Excitatory Neurons","Rapgef4os1"
"Fam131a",0,0.411897638168574,0.444,0.096,0,"Excitatory Neurons","Fam131a"
"Icam5",0,0.410361338238172,0.377,0.056,0,"Excitatory Neurons","Icam5"
"Dmxl2",0,0.409910065733226,0.487,0.13,0,"Excitatory Neurons","Dmxl2"
"Il1rapl2",0,0.409219451746326,0.196,0.058,0,"Excitatory Neurons","Il1rapl2"
"Tmem63c",0,0.408592794926313,0.263,0.038,0,"Excitatory Neurons","Tmem63c"
"Abr",0,0.408112094502032,0.652,0.205,0,"Excitatory Neurons","Abr"
"Ctnnd2",0,0.407970070376692,0.923,0.39,0,"Excitatory Neurons","Ctnnd2"
"Sgsm2",0,0.40794679448374,0.332,0.074,0,"Excitatory Neurons","Sgsm2"
